code,system
Fy04.00,readv2
H590.00,readv2
R2y1z00,readv2
15779.0,med
24814.0,med
25249.0,med
37961.0,med
38686.0,med
3959.0,med
94486.0,med
94946.0,med
H59..00,readv2
R2y1.00,readv2
